Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
5224;083;Carpinus;betulus; -;Hainbuche;13;6;65;L;72308;348001;14.3065053576643;48.2661673645794
5224;124;Fagus;sylvatica; -;Rotbuche;14;8;35;L;72456;348136;14.3085303629438;48.2673676827489
5224;125;Fagus;sylvatica; -;Rotbuche;12;4;82;L;72461;348140;14.3085930965401;48.2674029840732
5224;128;Fagus;sylvatica; -;Rotbuche;14;6;93;L;72472;348150;14.3087385322342;48.2674894224823
5224;129;Fagus;sylvatica; -;Rotbuche;15;6;82;L;72476;348153;14.3087914497700;48.2675177497749
5224;130;Carpinus;betulus; -;Hainbuche;8;3;42;L;72479;348156;14.3088332790058;48.2675447217476
5224;140;Carpinus;betulus; -;Hainbuche;13;6;70;L;72509;348184;14.3092537530736;48.2677923787769
629;135a;Prunus;serrulata;Tai Haku;"Japanische Blüten-Kirsche ""Tai Haku"" (weiß)";5;3;28;L;70738;355013;14.2865311856700;48.3294019848486
1209;016a;Calocedrus;decurrens; -;Kalifornische Weihrauchzeder;2;2;20;N;73619;346787;14.3239545236457;48.2551056776309
241;005a;Tilia;cordata; -;Winter-Linde;6;4;30;L;72900;346979;14.3143070137258;48.2569104414147
771;021;Acer;palmatum; -;Japanischer Fächer-Ahorn;5;4;15;L;70957;351089;14.2888352587898;48.2940901228691
115;003;Acer;pseudoplatanus; -;Berg-Ahorn;9;6;74;L;72485;353222;14.3097805848559;48.3130999686109
665;012a;Quercus;cerris; -;Zerr-Eiche;4;1;11;L;72717;355208;14.3132530513166;48.3309288473580
565;023a;Catalpa;bignonioides; -;Trompetenbaum;7;6;65;L;70543;353590;14.2836677972605;48.3166238832436
703;085;Malus;sp.; -;Apfel;6;4;30;L;70796;351829;14.2867781593122;48.3007603573464
204;065a;Carpinus;betulus; -;Hainbuche;4;1;16;L;71861;348842;14.3006306111238;48.2737842038254
150;007a;Quercus;robur; -;Stiel-Eiche;5;1;14;L;72642;349319;14.3112280089767;48.2779798774184
150;011a;Quercus;robur; -;Stiel-Eiche;5;1;14;L;72622;349346;14.3109702059813;48.2782324875937
563;048;Salix;alba;Liempde;Kegel-Silberweide;7;5;89;L;70818;352976;14.2872745837543;48.3110685232025
563;089;Salix;alba; -;Silber-Weide;5;2;22;L;70886;353042;14.2882036924643;48.3116566376957
203;147a;Acer;cappadocicum;Rubrum;Kolchischer Blut-Ahorn;5;1;22;L;71092;348661;14.2902361275902;48.2722456235715
563;090;Salix;alba;Liempde;Kegel-Silberweide;5;1;15;L;70892;353048;14.2882794762428;48.3117085418519
820;002;Tilia;cordata; -;Winter-Linde;12;10;120;L;70959;348763;14.2884662695719;48.2731707563184
820;004;Tilia;cordata; -;Winter-Linde;12;10;120;L;70988;348763;14.2888597998992;48.2731745907236
820;009;Tilia;cordata; -;Winter-Linde;12;8;160;L;71076;348767;14.2900416747355;48.2731948166296
673;018b;Betula;ermanii; -;Gold-Birke;5;1;16;L;71580;355579;14.2979867508096;48.3343940876250
673;025a;Betula;ermanii; -;Gold-Birke;5;1;16;L;71540;355574;14.2974376713122;48.3343489192607
673;031a;Betula;ermanii; -;Gold-Birke;5;1;15;L;71510;355568;14.2970434059737;48.3343055577705
673;049a;Betula;ermanii; -;Gold-Birke;6;1;15;L;71404;355544;14.2956068284036;48.3340949112541
92;026a;Picea;abies; -;Gemeine Fichte;18;11;205;N;72607;353035;14.3114023402654;48.3114013643043
1044;012;Populus;tremula; -;Zitterpappel / Espe;2;1;6;L;74350;354316;14.3351116806402;48.3227200147856
1044;024;Populus;tremula; -;Zitterpappel / Espe;2;1;4;L;74335;354307;14.3349168326219;48.3226390069677
1044;023;Populus;tremula; -;Zitterpappel / Espe;2;1;6;L;74328;354312;14.3348257317327;48.3226832420444
1044;028;Populus;tremula; -;Zitterpappel / Espe;2;1;6;L;74338;354297;14.3349508111229;48.3225475647390
1044;032;Populus;tremula; -;Zitterpappel / Espe;2;1;5;L;74312;354313;14.3346037543931;48.3226970951665
92;013a;Prunus;avium; -;Vogel-Kirsche;16;10;140;L;72569;353076;14.3108951287756;48.3117699755095
92;017a;Prunus;avium; -;Vogel-Kirsche;12;6;115;L;72563;353065;14.3108131142237;48.3116752934569
319;022;Magnolia;stellata; -;Stern-Magnolie;6;4;40;L;71613;352410;14.2978930619496;48.3058938322399
319;025;Quercus;robur; -;Stiel-Eiche;10;7;67;L;71628;352414;14.2980959106252;48.3059281084748
319;026;Gymnocladus;dioicus; -;Geweihbaum;16;10;83;L;71636;352415;14.2982039051489;48.3059361982904
6316;033;Quercus;robur; -;Stiel-Eiche;5;2;29;L;72991;355120;14.3169382938641;48.3301048285970
6223;004a;Castanea;sativa; -;Edelkastanie;4;2;17;L;69813;352735;14.2736826447556;48.3090169836336
656;091a;Malus;Zierform; -;Zier-Apfel;6;3;35;L;72827;355337;14.3147577459949;48.3320706867818
525;181;Fraxinus;excelsior; -;Gemeine Esche;6;2;25;L;70996;353350;14.2897345528533;48.3144187173157
115;001;Quercus;robur;Fastigiata;Säulen-Eiche;4;2;26;L;72463;353211;14.3094842475486;48.3130014948967
633;009;Celtis;australis; -;Südlicher Zürgelbaum;5;3;19;L;71492;355747;14.2968309139062;48.3359112658412
633;011;Celtis;australis; -;Südlicher Zürgelbaum;5;3;19;L;71468;355741;14.2964995789992;48.3358589678864
113;013a;Aesculus;hippocastanum; -;Gemeine Rosskastanie;2;1;8;L;72535;349868;14.3098888590699;48.2829285446296
660;010b;Quercus;cerris; -;Zerr-Eiche;6;1;14;L;71230;355475;14.2932459916668;48.3335006665848
572;001;Quercus;rubra; -;Amerikanische Rot-Eiche;8;6;65;L;71192;353778;14.2924450940799;48.3182403247962
550;005;Tilia;tomentosa; -;Silber-Linde;7;5;60;L;69501;353282;14.2695736492308;48.3139701309835
190;003a;Tilia;platyphyllos; -;Sommer-Linde;6;1;23;L;70915;349049;14.2879265543116;48.2757528982192
563;084;Salix;alba; -;Silber-Weide;15;1;5;L;70862;353010;14.2878647754287;48.3113717139292
563;085;Salix;alba; -;Silber-Weide;4;1;16;L;70866;353017;14.2879319731796;48.3114366343021
151;024a;Malus;Hybr.;Striped Beauty;"Zier-Apfel ""Striped Beauty"" (weiß)";2;3;2;L;72372;349025;14.3075448017274;48.2753666055048
820;001;Tilia;cordata; -;Winter-Linde;12;10;120;L;70951;348762;14.2883559486746;48.2731699472139
673;044a;Pinus;nigra;austriaca;Österreichische Schwarz-Kiefer;2;1;18;N;71441;355553;14.2961054991226;48.3341742400444
673;058a;Betula;ermanii; -;Gold-Birke;6;1;17;L;71358;355530;14.2949773473209;48.3339790186229
673;062a;Betula;ermanii; -;Gold-Birke;6;1;17;L;71342;355526;14.2947703439657;48.3339381807060
1044;010;Populus;tremula; -;Zitterpappel / Espe;2;1;5;L;74337;354323;14.3349381785910;48.3227840726259
889;095;Acer;platanoides; -;Spitz-Ahorn;7;3;57;L;74341;345195;14.3333980444802;48.2407006729257
92;024a;Picea;abies; -;Gemeine Fichte;25;12;241;N;72602;353048;14.3113319126699;48.3115156920585
629;023a;Cladrastis;lutea; -;Amerikanische Gelbholz;4;4;30;L;70732;355092;14.2864680715791;48.3301072160224
92;003a;Acer;platanoides; -;Spitz-Ahorn;14;9;119;L;72562;353095;14.3107991599773;48.3119465931921
319;014;Betula;pendula;Tristis;Hänge-Birke ;21;10;162;L;71570;352445;14.2973174276945;48.3062172817178
5224;015;Carpinus;betulus; -;Hainbuche;13;3;34;L;72191;347895;14.3049137045651;48.2652309284231
934;001;Ginkgo;biloba; -;Ginkgo;5;2;20;L;76490;346985;14.3626490063381;48.2565492281047
37;092;Tilia;cordata; -;Winter-Linde;10;3;50;L;69971;351191;14.2755606178303;48.2951157094440
37;095;Tilia;cordata; -;Winter-Linde;9;4;50;L;70074;351262;14.2769603172723;48.2957427849340
37;097;Tilia;cordata; -;Winter-Linde;10;3;60;L;70087;351271;14.2771369872113;48.2958222783512
1203;011;Tilia;cordata; -;Winter-Linde;6;2;47;L;70320;351281;14.2802763500823;48.2958895902896
629;118c;Cercidiphyllum;japonicum; -;Kuchenbaum;3;2;15;L;70780;355054;14.2871081513034;48.3297601615112
1288;011;Salix;alba;Tristis;Trauer-Weide;6;6;35;L;69552;352779;14.2701782616555;48.3094402448762
319;034;Paulownia;tomentosa; -;Blauglockenbaum;14;10;140;L;71642;352359;14.2982753090258;48.3054319814611
319;039;Prunus;serrulata;Kiku-shidare-zakura;Japan. Hänge-Kirsche  (rosa gefüllt);4;5;59;L;71638;352346;14.2982242343195;48.3053112791775
319;043;Prunus;serrulata; -;Japanische Blüten-Kirsche;8;6;89;L;71623;352339;14.2980158464160;48.3052542877904
563;005;Fraxinus;excelsior; -;Gemeine Esche;6;1;20;L;71042;353293;14.2903459793331;48.3138986677197
319;047;Prunus;serrulata; -;Japanische Blüten-Kirsche;7;7;123;L;71612;352331;14.2978662366964;48.3051835933844
937;001;Acer;platanoides; -;Spitz-Ahorn;6;3;33;L;74021;344957;14.3290437765916;48.2386017170116
319;052;Acer;pseudoplatanus; -;Berg-Ahorn;13;6;59;L;71585;352324;14.2975011486393;48.3051236934867
319;050;Carya;ovata; -;Schuppenrinden-Hickorynuss;7;5;33;L;71601;352329;14.2977176409118;48.3051668495386
319;055;Betula;pendula;Tristis;Hänge-Birke ;16;9;137;L;71569;352330;14.2972865140178;48.3051794467612
319;058;Acer;pseudoplatanus; -;Berg-Ahorn;10;6;60;L;71544;352365;14.2969554716632;48.3054969751953
319;060;Acer;pseudoplatanus; -;Berg-Ahorn;12;7;66;L;71543;352371;14.2969430063033;48.3055510385678
563;046;Salix;alba;Liempde;Kegel-Silberweide;8;5;97;L;70828;352986;14.2874083022690;48.3111652256657
563;049;Salix;alba;Liempde;Kegel-Silberweide;8;5;98;L;70813;352970;14.2872001168544;48.3110173741331
563;050;Salix;alba;Liempde;Kegel-Silberweide;8;5;100;L;70807;352963;14.2871214450095;48.3109597210600
563;051;Salix;alba;Liempde;Kegel-Silberweide;5;2;15;L;70801;352957;14.2870432964492;48.3109039962810
563;066;Fraxinus;excelsior; -;Gemeine Esche;5;2;20;L;70721;352875;14.2859434753268;48.3101725900291
563;063a;Fraxinus;excelsior; -;Gemeine Esche;5;2;20;L;70735;352891;14.2861352772240;48.3103183257700
563;116;Salix;alba;Liempde;Kegel-Silberweide;5;2;26;L;71007;353223;14.2898648308475;48.3132680184753
319;071;Quercus;robur; -;Stiel-Eiche;20;10;214;L;71605;352393;14.2977823645802;48.3057418734619
319;073;Quercus;robur; -;Stiel-Eiche;22;20;360;L;71611;352376;14.2978647383053;48.3055909231653
6563;010;Acer;pseudoplatanus; -;Berg-Ahorn;3;1;24;L;70693;353282;14.2856363088220;48.3138399075881
656;090a;Malus;Zierform; -;Zier-Apfel;6;2;26;L;72821;355335;14.3146837456957;48.3320539951819
5223;110;Acer;campestre; -;Feld-Ahorn;4;3;38;L;72152;347877;14.3043830470974;48.2650746108678
629;160a;Acer;rubrum; -;Amerikanischer Rot-Ahorn;4;1;14;L;70770;355048;14.2869678039628;48.3297066280158
530;004a;Quercus;rubra; -;Amerikanische Rot-Eiche;5;2;22;L;70315;352975;14.2804894579322;48.3111236765049
528;003;Malus;sp.; -;Apfel;7;5;48;L;70393;352728;14.2815031372735;48.3088851148589
1494;002a;Acer;platanoides;Eurostar;"Spitz-Ahorn ""Eurostar""";5;1;14;L;70477;348537;14.2819319692606;48.2711922970721
319;024;Magnolia;stellata; -;Stern-Magnolie;7;6;42;L;71623;352411;14.2980280127375;48.3059016967847
460;001;Picea;abies; -;Gemeine Fichte;12;9;140;N;74207;345362;14.3316232436230;48.2422222828434
460;009;Picea;abies; -;Gemeine Fichte;10;4;63;N;74221;345397;14.3318123568892;48.2425351137124
319;027;Gymnocladus;dioicus; -;Geweihbaum;11;7;58;L;71638;352407;14.2982295094096;48.3058640384565
319;033;Catalpa;bignonioides; -;Trompetenbaum;6;5;61;L;71645;352367;14.2983170954218;48.3055035774998
563;006;Fraxinus;excelsior; -;Gemeine Esche;5;1;20;L;71039;353288;14.2903018184154;48.3138498731970
319;036;Aesculus;hippocastanum; -;Gemeine Rosskastanie;18;11;220;L;71647;352340;14.2983363226655;48.3052644748950
563;007;Fraxinus;excelsior; -;Gemeine Esche;5;1;25;L;71035;353281;14.2902516336169;48.3137939663622
563;008;Fraxinus;excelsior; -;Gemeine Esche;5;1;20;L;71030;353276;14.2901835875707;48.3137450296853
563;009;Salix;alba;Liempde;Kegel-Silberweide;4;2;20;L;71027;353269;14.2901351080204;48.3136812088567
563;011;Fraxinus;excelsior; -;Gemeine Esche;5;1;20;L;71020;353260;14.2900469413528;48.3136032500746
503;020;Quercus;cerris; -;Zerr-Eiche;8;7;74;L;69657;351700;14.2714082503265;48.2997240434680
482;005;Robinia;pseudoacacia; -;Robinie;7;6;50;L;70383;352229;14.2812844075209;48.3044018184536
485;008a;Prunus;serrula; -;Tibet-Kirsche /Mahagoni-Kirsche  (weiß);3;2;30;L;70297;352313;14.2801448731552;48.3051678822077
1286;012;Picea;omorika; -;Serbische Fichte;9;2;63;N;73287;346753;14.3194821036889;48.2548374649645
1286;014;Abies;concolor; -;Colorado-Tanne;9;4;73;N;73292;346745;14.3195432540084;48.2547620456299
1286;016;Abies;concolor; -;Colorado-Tanne;10;6;70;N;73298;346742;14.3196200944451;48.2547341005776
1286;018;Acer;pseudoplatanus; -;Berg-Ahorn;10;10;106;L;73312;346746;14.3198077637615;48.2547731365887
1286;019;Celtis;occidentalis; -;Amerikanischer Zürgelbaum;5;6;37;L;73309;346752;14.3197730930841;48.2548239446820
1286;020;Malus;domestica; -;Kulturapfel;4;3;18;L;73300;346756;14.3196477634944;48.2548621746764
1286;021;Abies;concolor; -;Colorado-Tanne;9;4;91;N;73302;346760;14.3196754008055;48.2548979349538
1286;022;Larix;kaempferi; -;Japanische Lärche;7;8;60;N;73300;346764;14.3196491441422;48.2549341562405
284;015;Platanus;hispanica;  -;Ahornblättrige-Platane;12;8;60;L;73218;346688;14.3185445728363;48.2542607864492
274;094;Ulmus;glabra; -;Berg-Ulme;7;5;72;L;72265;346618;14.3056977390392;48.2537423165776
522;001;Cercis;siliquastrum; -;Gemeiner Judasbaum;6;9;290;L;70360;352920;14.2810961452997;48.3106236214722
520;004;Picea;abies; -;Gemeine Fichte;29;9;140;N;69574;353303;14.2705538576385;48.3141528828057
536;005a;Prunus;serrulata;Kanzan;"Nelken-Kirsche ""Kanzan"" (rosa gefüllt)";4;1;24;L;70535;354563;14.2837163732864;48.3253777002939
563;019a;Salix;alba;Liempde;Kegel-Silberweide;6;1;17;L;70981;353199;14.2895132647056;48.3130637067769
528;001;Carpinus;betulus; -;Hainbuche;15;12;131;L;70409;352737;14.2817168700744;48.3089661431257
528;005;Prunus;serrulata;Kanzan;"Nelken-Kirsche ""Kanzan"" (rosa gefüllt)";6;5;48;L;70390;352735;14.2814588421512;48.3089488222272
319;080;Tilia;platyphyllos; -;Sommer-Linde;19;13;202;L;71603;352355;14.2977443713550;48.3053988427702
319;084;Ginkgo;biloba; -;Ginkgo;21;17;352;L;71590;352349;14.2975727609229;48.3053479249526
319;094;Robinia;pseudoacacia; -;Robinie;6;4;46;L;71571;352357;14.2973245603088;48.3054249032371
6139;003;Castanea;sativa; -;Edelkastanie;8;10;100;L;70178;353721;14.2787663989935;48.3178435018546
203;019;Picea;sp.; -;Fichte;16;3;100;N;70993;348749;14.2889264924098;48.2730423919466
816;129;Sophora;japonica; -;Japanischer Schnurbaum;6;1;14;L;76544;347352;14.3634349157579;48.2598351963118
799;009;Malus;domestica; -;Kulturapfel;3;1;10;L;71561;354439;14.2975356485321;48.3241456664283
711;031;Picea;sp.; -;Fichte;5;5;70;N;70403;350578;14.2812801623406;48.2895565781806
274;101;Tilia;platyphyllos; -;Sommer-Linde;5;3;72;L;72375;346622;14.3071718739961;48.2537614593895
274;102;Fraxinus;excelsior; -;Gemeine Esche;5;4;41;L;72391;346621;14.3073980299806;48.2537559799791
544;010;Fagus;sylvatica; -;Rotbuche;14;6;46;L;69572;353548;14.2705679354009;48.3163572877630
1053;011b;Betula;pendula; -;Weiß-Birke;15;8;113;L;72315;353736;14.3075804398011;48.3177412573852
631;011;Malus;Hybr.;Evereste;"Zier-Apfel ""Evereste"" (weiß)";5;1;20;L;72248;355346;14.3069517225974;48.3322180169316
105;040a;Acer;platanoides;Columnare;Säulen-Spitz-Ahorn;3;1;12;L;71562;350034;14.2968084018300;48.2845346215761
563;001;Fraxinus;excelsior; -;Gemeine Esche;5;1;25;L;71058;353316;14.2905612629392;48.3141056187189
563;002;Fraxinus;excelsior; -;Gemeine Esche;5;1;20;L;71053;353309;14.2904937192329;48.3140404286757
563;003;Fraxinus;excelsior; -;Gemeine Esche;5;1;25;L;71049;353303;14.2904477350176;48.3139876077818
563;012;Fraxinus;excelsior; -;Gemeine Esche;5;1;20;L;71011;353246;14.2899225945589;48.3134825586705
563;015a;Salix;alba;Liempde;Kegel-Silberweide;5;2;27;L;71000;353227;14.2897731393093;48.3133111725909
319;044;Prunus;serrulata; -;Japanische Blüten-Kirsche;4;7;48;L;71622;352344;14.2980032132613;48.3052993594801
460;041;Sophora;japonica; -;Japanischer Schnurbaum;8;7;87;L;74308;345209;14.3329576126872;48.2408316133030
319;046;Prunus;serrulata; -;Japanische Blüten-Kirsche;6;6;90;L;71618;352334;14.2979476115449;48.3052098924590
319;048;Prunus;serrulata; -;Japanische Blüten-Kirsche;7;6;77;L;71608;352335;14.2978130004691;48.3052200113920
319;049;Carya;ovata; -;Schuppenrinden-Hickorynuss;7;5;33;L;71605;352331;14.2977718907339;48.3051843823321
6563;005a;Acer;campestre; -;Feld-Ahorn;4;3;28;L;70675;353274;14.2853999412917;48.3137719701217
563;016a;Salix;alba;Liempde;Kegel-Silberweide;5;2;28;L;70996;353220;14.2897164241261;48.3132506714169
319;063;Paulownia;tomentosa; -;Blauglockenbaum;12;12;138;L;71555;352396;14.2971089638454;48.3057744820434
563;119;Acer;saccharinum; -;Silber-Ahorn;8;8;130;L;71024;353249;14.2900998088408;48.3135030501533
619;002;Malus;domestica; -;Kulturapfel;6;8;70;L;70180;352692;14.2786254358701;48.3085894325739
619;003;Prunus;sp.; -;Kirsche;8;4;55;L;70174;352700;14.2785458866552;48.3086620300279
613;006;Picea;omorika; -;Serbische Fichte;5;2;25;N;70161;352701;14.2783724741585;48.3086692830302
563;064;Fraxinus;excelsior; -;Gemeine Esche;5;1;20;L;70730;352887;14.2860750218939;48.3102815312462
209;014;Betula;pendula; -;Weiß-Birke;15;15;100;L;71623;349035;14.2974613069307;48.2755491826394
6563;008;Juglans;regia; -;Walnuss;3;1;17;L;70682;353278;14.2854943519437;48.3138018614426
6563;009;Acer;pseudoplatanus; -;Berg-Ahorn;4;3;30;L;70686;353279;14.2855382780272;48.3138120207514
319;081;Quercus;robur; -;Stiel-Eiche;19;14;239;L;71606;352348;14.2977882405984;48.3053371301061
319;095;Robinia;pseudoacacia; -;Robinie;8;5;61;L;71567;352360;14.2972612434307;48.3054468474897
657;002;Ailanthus;altissima; -;Götterbaum;10;10;130;L;71423;354403;14.2956682034906;48.3238358447243
300;020a;Cercidiphyllum;japonicum; -;Kuchenbaum;2;2;15;L;74033;345377;14.3292862584441;48.2423777435969
6178;012a;Tilia;euchlora; -;Krim-Linde;5;2;31;L;69898;353103;14.2748904912422;48.3123170743484
7;233;Juglans;sp.; -;Nuss;13;4;37;L;73304;355882;14.3212855704005;48.3369201718306
7;243;Juglans;sp.; -;Nuss;10;5;38;L;73302;355886;14.3212592908697;48.3369563695747
264;017;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;3;50;L;72935;348202;14.3149943802818;48.2679065795882
264;018;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;3;52;L;72943;348205;14.3150946327055;48.2679284167132
264;021;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;3;56;L;72973;348089;14.3154739819034;48.2668821271403
264;022;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;3;54;L;72999;348006;14.3158196912158;48.2661325189677
264;016;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;4;45;L;72932;348239;14.3149551226481;48.2682423093971
264;015;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;2;40;L;72925;348237;14.3148548967428;48.2682218900881
264;014;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;4;73;L;72921;348274;14.3148134870710;48.2685562199831
264;013;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;4;52;L;72913;348272;14.3147069297040;48.2685379816793
264;011;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;5;70;L;72906;348296;14.3146091273139;48.2687557929376
264;010;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;5;66;L;72905;348327;14.3146016088403;48.2690295623894
541;002;Betula;pendula; -;Weiß-Birke;23;10;145;L;70304;354305;14.2805696787862;48.3230759358292
88;005a;Zelkova;serrata; -;Japanische Zelkove;5;2;23;L;71587;352863;14.2976150183134;48.3099666880725
115;002;Robinia;pseudoacacia; -;Robinie;9;7;79;L;72474;353214;14.3096358877799;48.3130267768307
663;002;Quercus;robur; -;Stiel-Eiche;10;8;83;L;70934;355559;14.2892749168521;48.3342810990784
663;003;Quercus;robur; -;Stiel-Eiche;12;11;109;L;70929;355552;14.2892001457207;48.3342227736791
563;034;Salix;alba; -;Silber-Weide;4;1;16;L;70904;353079;14.2884526849377;48.3119893420545
563;045;Salix;alba;Liempde;Kegel-Silberweide;8;4;94;L;70833;352991;14.2874728473592;48.3112099179484
563;047;Salix;alba;Liempde;Kegel-Silberweide;9;4;94;L;70823;352981;14.2873403790067;48.3111145674551
319;061;Acer;pseudoplatanus; -;Berg-Ahorn;10;6;61;L;71542;352375;14.2969302033477;48.3055871183497
319;062;Acer;pseudoplatanus; -;Berg-Ahorn;9;6;58;L;71541;352386;14.2969185818571;48.3056861406909
563;065;Fraxinus;excelsior; -;Gemeine Esche;5;2;20;L;70725;352881;14.2860030018021;48.3102284489070
319;066;Betula;pendula; -;Weiß-Birke;6;4;28;L;71561;352405;14.2971913522499;48.3058547324079
563;112;Salix;alba;Liempde;Kegel-Silberweide;5;2;29;L;70991;353197;14.2896461397041;48.3130405750346
319;067;Betula;pendula; -;Weiß-Birke;6;4;28;L;71564;352409;14.2972324621295;48.3058903616703
319;068;Betula;pendula; -;Weiß-Birke;7;5;33;L;71568;352406;14.2972858683130;48.3058629357213
563;114;Salix;alba;Liempde;Kegel-Silberweide;5;2;23;L;70998;353210;14.2897407700977;48.3131557180021
319;070;Platanus;hispanica;  -;Ahornblättrige-Platane;25;22;380;L;71595;352386;14.2976464007781;48.3056800578712
1183;001;Acer;sp.; -;Ahorn;7;2;40;L;69948;350426;14.2751245457017;48.2882394580347
523;008a;Sorbus;aucuparia;Edulis;Mährische Eberesche;5;2;23;L;70639;353545;14.2849521932082;48.3162110025986
1047;021;Fagus;sylvatica; -;Rotbuche;15;12;148;L;70379;354380;14.2815882664661;48.3237500012681
1038;040;Malus;domestica;Adersleber Kalvill;Kulturapfel - Adersleber Kalvill;4;2;22;L;70933;356055;14.2893384042709;48.3387451849926
703;091;Prunus;avium; -;Vogel-Kirsche;8;5;38;L;70815;351826;14.2870349880690;48.3007362896405
554;004;Platanus;hispanica;  -;Ahornblättrige-Platane;20;12;140;L;70231;354048;14.2795419201494;48.3207728111674
554;007;Betula;pendula; -;Weiß-Birke;26;12;220;L;70226;354067;14.2794784572200;48.3209448051281
